Date,Facility,State,Region,DDSO Service Area,Class,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,"Total
Operations"
12/31/2022,MDW,IL,AGL,CE,Towers with Radar,398,35,36,1,470,0,0,0,470
12/31/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,032",47,16,0,"1,095",0,0,0,"1,095"
12/31/2022,MSP,MN,AGL,CE,Towers with Radar,611,46,6,0,663,0,0,0,663
12/31/2022,ORD,IL,AGL,CE,Towers with Radar,"1,299",328,4,0,"1,631",0,0,0,"1,631"
12/31/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,500,105,13,0,618,0,0,0,618
12/31/2022,PHX,AZ,AWP,CE,Towers with Radar,895,94,46,2,"1,037",0,0,0,"1,037"
12/31/2022,SAN,CA,AWP,WE,Towers with Radar,386,33,7,0,426,0,0,0,426
12/31/2022,SEA,WA,ANM,WE,Towers with Radar,892,8,0,0,900,0,0,0,900
12/31/2022,SFO,CA,AWP,WE,Towers with Radar,772,52,10,1,835,0,0,0,835
12/31/2022,SLC,UT,ANM,WE,Towers with Radar,514,135,82,1,732,0,0,0,732
12/31/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,513,39,45,0,597,0,0,0,597
01/01/2023,ATL,GA,ASO,ES,Towers with Radar,"1,565",75,10,0,"1,650",0,0,0,"1,650"
01/01/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,460,40,62,0,562,0,0,0,562
01/01/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,482,86,57,1,626,0,0,0,626
01/01/2023,BOS,MA,ANE,EN,Towers with Radar,684,107,26,0,817,0,0,0,817
01/01/2023,BWI,MD,AEA,EN,Towers with Radar,491,25,26,0,542,0,0,0,542
01/01/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,923,155,25,2,"1,105",0,0,0,"1,105"
01/01/2023,DCA,DC,AEA,EN,Towers with Radar,588,11,0,3,602,0,0,0,602
01/01/2023,DEN,CO,ANM,WE,Towers with Radar,"1,404",222,11,0,"1,637",0,0,0,"1,637"
01/01/2023,DFW,TX,ASW,CE,Towers with Radar,"1,500",53,14,0,"1,567",0,0,0,"1,567"
01/01/2023,DTW,MI,AGL,CE,Towers with Radar,526,62,8,0,596,0,0,0,596
01/01/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,002",14,49,0,"1,065",0,0,0,"1,065"
01/01/2023,FLL,FL,ASO,ES,Towers with Radar,661,119,123,0,903,0,0,0,903
01/01/2023,IAD,VA,AEA,EN,Towers with Radar,421,168,49,0,638,0,0,0,638
01/01/2023,IAH,TX,ASW,CE,Towers with Radar,827,129,13,0,969,0,0,0,969
01/01/2023,JFK,NY,AEA,EN,Towers with Radar,"1,000",13,28,0,"1,041",0,0,0,"1,041"
01/01/2023,LAS,NV,AWP,WE,Towers with Radar,990,506,147,2,"1,645",0,0,0,"1,645"
01/01/2023,LAX,CA,AWP,WE,Towers with Radar,"1,317",66,46,2,"1,431",0,0,0,"1,431"
01/01/2023,LGA,NY,AEA,EN,Towers with Radar,573,11,9,0,593,0,0,0,593
01/01/2023,MCO,FL,ASO,ES,Towers with Radar,965,42,28,0,"1,035",0,0,0,"1,035"
01/01/2023,MDW,IL,AGL,CE,Towers with Radar,507,58,37,0,602,0,0,0,602
01/01/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,077",64,38,0,"1,179",0,0,0,"1,179"
01/01/2023,MSP,MN,AGL,CE,Towers with Radar,607,54,12,0,673,0,0,0,673
01/01/2023,ORD,IL,AGL,CE,Towers with Radar,"1,296",358,1,0,"1,655",0,0,0,"1,655"
01/01/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,489,141,41,0,671,0,0,0,671
01/01/2023,PHX,AZ,AWP,CE,Towers with Radar,943,88,78,0,"1,109",0,0,0,"1,109"
01/01/2023,SAN,CA,AWP,WE,Towers with Radar,496,40,21,1,558,0,0,0,558
01/01/2023,SEA,WA,ANM,WE,Towers with Radar,923,3,7,0,933,0,0,0,933
01/01/2023,SFO,CA,AWP,WE,Towers with Radar,819,79,17,2,917,0,0,0,917
01/01/2023,SLC,UT,ANM,WE,Towers with Radar,517,123,96,0,736,0,0,0,736
01/01/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,458,54,54,0,566,0,0,0,566
01/02/2023,ATL,GA,ASO,ES,Towers with Radar,"1,847",73,18,0,"1,938",0,0,0,"1,938"
01/02/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,502,63,105,0,670,8,0,8,678
01/02/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,505,96,90,0,691,0,0,0,691
01/02/2023,BOS,MA,ANE,EN,Towers with Radar,768,119,43,0,930,0,0,0,930
01/02/2023,BWI,MD,AEA,EN,Towers with Radar,497,38,36,0,571,0,0,0,571
01/02/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,081",212,56,1,"1,350",0,0,0,"1,350"
01/02/2023,DCA,DC,AEA,EN,Towers with Radar,739,11,1,3,754,0,0,0,754
01/02/2023,DEN,CO,ANM,WE,Towers with Radar,"1,283",103,5,0,"1,391",0,0,0,"1,391"
01/02/2023,DFW,TX,ASW,CE,Towers with Radar,"1,696",31,16,0,"1,743",0,0,0,"1,743"
01/02/2023,DTW,MI,AGL,CE,Towers with Radar,629,70,4,0,703,0,0,0,703
01/02/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,013",22,63,1,"1,099",0,0,0,"1,099"
01/02/2023,FLL,FL,ASO,ES,Towers with Radar,650,156,211,0,"1,017",0,0,0,"1,017"
01/02/2023,IAD,VA,AEA,EN,Towers with Radar,441,186,76,1,704,0,0,0,704
01/02/2023,IAH,TX,ASW,CE,Towers with Radar,890,148,15,0,"1,053",0,0,0,"1,053"
01/02/2023,JFK,NY,AEA,EN,Towers with Radar,"1,054",14,33,0,"1,101",0,0,0,"1,101"
01/02/2023,LAS,NV,AWP,WE,Towers with Radar,"1,037",545,174,7,"1,763",0,0,0,"1,763"
01/02/2023,LAX,CA,AWP,WE,Towers with Radar,"1,396",98,75,4,"1,573",0,0,0,"1,573"
01/02/2023,LGA,NY,AEA,EN,Towers with Radar,688,17,12,0,717,0,0,0,717
01/02/2023,MCO,FL,ASO,ES,Towers with Radar,991,58,49,0,"1,098",0,0,0,"1,098"
01/02/2023,MDW,IL,AGL,CE,Towers with Radar,472,68,43,0,583,0,0,0,583
01/02/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,053",100,68,0,"1,221",0,0,0,"1,221"
01/02/2023,MSP,MN,AGL,CE,Towers with Radar,718,63,31,0,812,0,0,0,812
01/02/2023,ORD,IL,AGL,CE,Towers with Radar,"1,430",386,8,0,"1,824",0,0,0,"1,824"
01/02/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,512,135,48,2,697,0,0,0,697
01/02/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,070",70,99,0,"1,239",0,0,0,"1,239"
01/02/2023,SAN,CA,AWP,WE,Towers with Radar,518,43,42,0,603,0,0,0,603
01/02/2023,SEA,WA,ANM,WE,Towers with Radar,"1,048",2,5,0,"1,055",0,0,0,"1,055"
01/02/2023,SFO,CA,AWP,WE,Towers with Radar,735,94,21,10,860,0,0,0,860
01/02/2023,SLC,UT,ANM,WE,Towers with Radar,606,184,232,2,"1,024",0,0,0,"1,024"
01/02/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,490,78,129,1,698,0,0,0,698
01/03/2023,ATL,GA,ASO,ES,Towers with Radar,"1,824",82,12,0,"1,918",0,0,0,"1,918"
01/03/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,548,56,120,14,738,0,0,0,738
01/03/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,528,61,24,0,613,0,0,0,613
01/03/2023,BOS,MA,ANE,EN,Towers with Radar,822,110,14,0,946,0,0,0,946
01/03/2023,BWI,MD,AEA,EN,Towers with Radar,564,41,18,0,623,0,0,0,623
01/03/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,109",178,46,5,"1,338",0,0,0,"1,338"
01/03/2023,DCA,DC,AEA,EN,Towers with Radar,776,13,9,6,804,0,0,0,804
01/03/2023,DEN,CO,ANM,WE,Towers with Radar,"1,538",209,15,1,"1,763",0,0,0,"1,763"
01/03/2023,DFW,TX,ASW,CE,Towers with Radar,"1,722",56,10,0,"1,788",0,0,0,"1,788"
01/03/2023,DTW,MI,AGL,CE,Towers with Radar,664,69,6,1,740,0,0,0,740
01/03/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,031",27,17,0,"1,075",0,0,0,"1,075"
01/03/2023,FLL,FL,ASO,ES,Towers with Radar,680,132,163,2,977,0,0,0,977
01/03/2023,IAD,VA,AEA,EN,Towers with Radar,440,184,72,1,697,0,0,0,697
01/03/2023,IAH,TX,ASW,CE,Towers with Radar,925,163,19,0,"1,107",0,0,0,"1,107"
01/03/2023,JFK,NY,AEA,EN,Towers with Radar,"1,082",8,15,0,"1,105",0,0,0,"1,105"
01/03/2023,LAS,NV,AWP,WE,Towers with Radar,"1,178",394,127,37,"1,736",0,0,0,"1,736"
01/03/2023,LAX,CA,AWP,WE,Towers with Radar,"1,451",82,64,1,"1,598",0,0,0,"1,598"
01/03/2023,LGA,NY,AEA,EN,Towers with Radar,760,17,12,0,789,0,0,0,789
01/03/2023,MCO,FL,ASO,ES,Towers with Radar,"1,004",50,45,0,"1,099",0,0,0,"1,099"
01/03/2023,MDW,IL,AGL,CE,Towers with Radar,399,53,22,1,475,0,0,0,475
01/03/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,189",110,86,0,"1,385",0,0,0,"1,385"
01/03/2023,MSP,MN,AGL,CE,Towers with Radar,373,31,14,0,418,0,0,0,418
01/03/2023,ORD,IL,AGL,CE,Towers with Radar,"1,463",376,10,0,"1,849",0,0,0,"1,849"
01/03/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,554,114,28,1,697,0,0,0,697
01/03/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,056",88,63,1,"1,208",0,0,0,"1,208"
01/03/2023,SAN,CA,AWP,WE,Towers with Radar,538,38,24,6,606,0,0,0,606
01/03/2023,SEA,WA,ANM,WE,Towers with Radar,"1,026",10,1,0,"1,037",0,0,0,"1,037"
01/03/2023,SFO,CA,AWP,WE,Towers with Radar,885,101,18,8,"1,012",0,0,0,"1,012"
01/03/2023,SLC,UT,ANM,WE,Towers with Radar,654,192,167,8,"1,021",0,0,0,"1,021"
01/03/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,479,55,91,0,625,0,0,0,625
01/04/2023,ATL,GA,ASO,ES,Towers with Radar,"1,839",84,14,0,"1,937",0,0,0,"1,937"
01/04/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,535,62,143,27,767,0,0,0,767
01/04/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,527,60,91,13,691,0,0,0,691
01/04/2023,BOS,MA,ANE,EN,Towers with Radar,774,110,22,0,906,0,0,0,906
01/04/2023,BWI,MD,AEA,EN,Towers with Radar,533,41,29,4,607,0,0,0,607
01/04/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,015",193,47,1,"1,256",0,0,0,"1,256"
01/04/2023,DCA,DC,AEA,EN,Towers with Radar,654,13,10,1,678,0,0,0,678
01/04/2023,DEN,CO,ANM,WE,Towers with Radar,"1,489",246,13,1,"1,749",0,0,0,"1,749"
01/04/2023,DFW,TX,ASW,CE,Towers with Radar,"1,766",59,12,2,"1,839",0,0,0,"1,839"
01/04/2023,DTW,MI,AGL,CE,Towers with Radar,661,70,19,3,753,0,0,0,753
01/04/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,080",48,34,0,"1,162",0,0,0,"1,162"
01/04/2023,FLL,FL,ASO,ES,Towers with Radar,606,122,86,0,814,0,0,0,814
01/04/2023,IAD,VA,AEA,EN,Towers with Radar,436,189,58,0,683,0,0,0,683
01/04/2023,IAH,TX,ASW,CE,Towers with Radar,914,159,32,2,"1,107",0,0,0,"1,107"
01/04/2023,JFK,NY,AEA,EN,Towers with Radar,"1,096",14,44,1,"1,155",0,0,0,"1,155"
01/04/2023,LAS,NV,AWP,WE,Towers with Radar,"1,143",386,127,37,"1,693",0,0,0,"1,693"
01/04/2023,LAX,CA,AWP,WE,Towers with Radar,"1,395",62,62,0,"1,519",0,0,0,"1,519"
01/04/2023,LGA,NY,AEA,EN,Towers with Radar,687,9,2,0,698,0,0,0,698
01/04/2023,MCO,FL,ASO,ES,Towers with Radar,867,51,37,0,955,0,0,0,955
01/04/2023,MDW,IL,AGL,CE,Towers with Radar,509,68,47,4,628,0,0,0,628
01/04/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,104",92,72,0,"1,268",0,0,0,"1,268"
01/04/2023,MSP,MN,AGL,CE,Towers with Radar,598,72,21,1,692,0,0,0,692
01/04/2023,ORD,IL,AGL,CE,Towers with Radar,"1,469",375,11,0,"1,855",0,0,0,"1,855"
01/04/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,621,126,23,0,770,0,0,0,770
01/04/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,049",113,66,12,"1,240",0,0,0,"1,240"
01/04/2023,SAN,CA,AWP,WE,Towers with Radar,518,44,20,8,590,0,0,0,590
01/04/2023,SEA,WA,ANM,WE,Towers with Radar,"1,032",14,4,0,"1,050",0,0,0,"1,050"
01/04/2023,SFO,CA,AWP,WE,Towers with Radar,766,24,4,3,797,0,0,0,797
01/04/2023,SLC,UT,ANM,WE,Towers with Radar,638,155,185,7,985,0,0,0,985
01/04/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,398,81,67,2,548,0,0,0,548
01/05/2023,ATL,GA,ASO,ES,Towers with Radar,"1,860",79,19,0,"1,958",0,0,0,"1,958"
01/05/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,538,51,153,18,760,0,0,0,760
01/05/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,531,74,68,14,687,0,0,0,687
01/05/2023,BOS,MA,ANE,EN,Towers with Radar,796,105,20,0,921,0,0,0,921
01/05/2023,BWI,MD,AEA,EN,Towers with Radar,538,43,36,4,621,0,0,0,621
01/05/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,955,165,60,5,"1,185",0,0,0,"1,185"
01/05/2023,DCA,DC,AEA,EN,Towers with Radar,658,10,6,4,678,0,0,0,678
01/05/2023,DEN,CO,ANM,WE,Towers with Radar,"1,476",232,9,0,"1,717",0,0,0,"1,717"
01/05/2023,DFW,TX,ASW,CE,Towers with Radar,"1,686",46,16,0,"1,748",0,0,0,"1,748"
01/05/2023,DTW,MI,AGL,CE,Towers with Radar,664,63,17,0,744,0,0,0,744
01/05/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,076",38,8,0,"1,122",0,0,0,"1,122"
01/05/2023,FLL,FL,ASO,ES,Towers with Radar,687,117,100,0,904,0,0,0,904
01/05/2023,IAD,VA,AEA,EN,Towers with Radar,431,190,63,2,686,0,0,0,686
01/05/2023,IAH,TX,ASW,CE,Towers with Radar,900,152,37,2,"1,091",0,0,0,"1,091"
01/05/2023,JFK,NY,AEA,EN,Towers with Radar,"1,129",15,28,0,"1,172",0,0,0,"1,172"
01/05/2023,LAS,NV,AWP,WE,Towers with Radar,"1,181",296,113,18,"1,608",0,0,0,"1,608"
01/05/2023,LAX,CA,AWP,WE,Towers with Radar,"1,439",66,41,1,"1,547",0,0,0,"1,547"
01/05/2023,LGA,NY,AEA,EN,Towers with Radar,711,8,6,0,725,0,0,0,725
01/05/2023,MCO,FL,ASO,ES,Towers with Radar,"1,033",57,36,0,"1,126",0,0,0,"1,126"
01/05/2023,MDW,IL,AGL,CE,Towers with Radar,458,72,31,0,561,0,0,0,561
01/05/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,222",97,49,0,"1,368",0,0,0,"1,368"
01/05/2023,MSP,MN,AGL,CE,Towers with Radar,716,105,19,9,849,0,0,0,849
01/05/2023,ORD,IL,AGL,CE,Towers with Radar,"1,421",377,10,0,"1,808",0,0,0,"1,808"
01/05/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,561,106,26,1,694,0,0,0,694
01/05/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,095",102,76,12,"1,285",0,0,0,"1,285"
01/05/2023,SAN,CA,AWP,WE,Towers with Radar,509,31,20,3,563,0,0,0,563
01/05/2023,SEA,WA,ANM,WE,Towers with Radar,"1,080",14,0,0,"1,094",0,0,0,"1,094"
01/05/2023,SFO,CA,AWP,WE,Towers with Radar,879,53,11,5,948,0,0,0,948
01/05/2023,SLC,UT,ANM,WE,Towers with Radar,637,155,108,5,905,0,0,0,905
01/05/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,495,85,103,0,683,0,0,0,683
01/06/2023,ATL,GA,ASO,ES,Towers with Radar,"1,842",69,14,0,"1,925",0,0,0,"1,925"
01/06/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,545,49,109,8,711,0,0,0,711
01/06/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,536,62,83,18,699,0,0,0,699
01/06/2023,BOS,MA,ANE,EN,Towers with Radar,776,105,14,0,895,0,0,0,895
01/06/2023,BWI,MD,AEA,EN,Towers with Radar,545,51,18,0,614,0,0,0,614
01/06/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,973,176,62,0,"1,211",0,0,0,"1,211"
01/06/2023,DCA,DC,AEA,EN,Towers with Radar,660,7,11,1,679,0,0,0,679
01/06/2023,DEN,CO,ANM,WE,Towers with Radar,"1,481",239,5,0,"1,725",0,0,0,"1,725"
01/06/2023,DFW,TX,ASW,CE,Towers with Radar,"1,683",48,12,0,"1,743",0,0,0,"1,743"
01/06/2023,DTW,MI,AGL,CE,Towers with Radar,669,58,7,0,734,0,0,0,734
01/06/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,065",29,23,0,"1,117",0,0,0,"1,117"
01/06/2023,FLL,FL,ASO,ES,Towers with Radar,714,98,109,3,924,0,0,0,924
01/06/2023,IAD,VA,AEA,EN,Towers with Radar,426,179,69,2,676,0,0,0,676
01/06/2023,IAH,TX,ASW,CE,Towers with Radar,896,155,17,3,"1,071",0,0,0,"1,071"
01/06/2023,JFK,NY,AEA,EN,Towers with Radar,"1,088",18,21,0,"1,127",0,0,0,"1,127"
01/06/2023,LAS,NV,AWP,WE,Towers with Radar,"1,204",415,173,38,"1,830",0,0,0,"1,830"
01/06/2023,LAX,CA,AWP,WE,Towers with Radar,"1,426",62,57,1,"1,546",0,0,0,"1,546"
01/06/2023,LGA,NY,AEA,EN,Towers with Radar,699,12,4,0,715,0,0,0,715
01/06/2023,MCO,FL,ASO,ES,Towers with Radar,"1,047",43,52,2,"1,144",0,0,0,"1,144"
01/06/2023,MDW,IL,AGL,CE,Towers with Radar,460,70,47,0,577,0,0,0,577
01/06/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,205",104,66,0,"1,375",0,0,0,"1,375"
01/06/2023,MSP,MN,AGL,CE,Towers with Radar,717,76,14,4,811,0,0,0,811
01/06/2023,ORD,IL,AGL,CE,Towers with Radar,"1,417",366,6,0,"1,789",0,0,0,"1,789"
01/06/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,544,96,20,0,660,0,0,0,660
01/06/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,100",103,62,8,"1,273",0,0,0,"1,273"
01/06/2023,SAN,CA,AWP,WE,Towers with Radar,515,41,24,4,584,0,0,0,584
01/06/2023,SEA,WA,ANM,WE,Towers with Radar,"1,064",15,7,0,"1,086",0,0,0,"1,086"
01/06/2023,SFO,CA,AWP,WE,Towers with Radar,840,79,17,6,942,0,0,0,942
01/06/2023,SLC,UT,ANM,WE,Towers with Radar,625,151,80,3,859,0,0,0,859
01/06/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,518,69,92,0,679,0,0,0,679
01/07/2023,ATL,GA,ASO,ES,Towers with Radar,"1,757",67,16,0,"1,840",0,0,0,"1,840"
01/07/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,408,50,56,5,519,0,0,0,519
01/07/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,440,66,37,1,544,0,0,0,544
01/07/2023,BOS,MA,ANE,EN,Towers with Radar,714,99,44,0,857,0,0,0,857
01/07/2023,BWI,MD,AEA,EN,Towers with Radar,481,22,20,1,524,0,0,0,524
01/07/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,050",174,42,3,"1,269",0,0,0,"1,269"
01/07/2023,DCA,DC,AEA,EN,Towers with Radar,576,8,0,1,585,0,0,0,585
01/07/2023,DEN,CO,ANM,WE,Towers with Radar,"1,337",220,5,0,"1,562",0,0,0,"1,562"
01/07/2023,DFW,TX,ASW,CE,Towers with Radar,"1,684",31,10,0,"1,725",0,0,0,"1,725"
01/07/2023,DTW,MI,AGL,CE,Towers with Radar,625,56,8,0,689,0,0,0,689
01/07/2023,EWR,NJ,AEA,EN,Towers with Radar,965,18,33,0,"1,016",0,0,0,"1,016"
01/07/2023,FLL,FL,ASO,ES,Towers with Radar,676,89,102,1,868,0,0,0,868
01/07/2023,IAD,VA,AEA,EN,Towers with Radar,408,177,34,2,621,0,0,0,621
01/07/2023,IAH,TX,ASW,CE,Towers with Radar,860,140,7,0,"1,007",0,0,0,"1,007"
01/07/2023,JFK,NY,AEA,EN,Towers with Radar,"1,079",27,10,0,"1,116",0,0,0,"1,116"
01/07/2023,LAS,NV,AWP,WE,Towers with Radar,994,413,113,0,"1,520",0,0,0,"1,520"
01/07/2023,LAX,CA,AWP,WE,Towers with Radar,"1,326",91,43,0,"1,460",0,0,0,"1,460"
01/07/2023,LGA,NY,AEA,EN,Towers with Radar,588,6,7,0,601,0,0,0,601
01/07/2023,MCO,FL,ASO,ES,Towers with Radar,"1,103",41,41,0,"1,185",0,0,0,"1,185"
01/07/2023,MDW,IL,AGL,CE,Towers with Radar,357,50,34,0,441,0,0,0,441
01/07/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,210",53,25,1,"1,289",0,0,0,"1,289"
01/07/2023,MSP,MN,AGL,CE,Towers with Radar,669,64,8,8,749,0,0,0,749
01/07/2023,ORD,IL,AGL,CE,Towers with Radar,"1,385",371,6,0,"1,762",0,0,0,"1,762"
01/07/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,516,131,30,0,677,0,0,0,677
01/07/2023,PHX,AZ,AWP,CE,Towers with Radar,985,66,60,5,"1,116",0,0,0,"1,116"
01/07/2023,SAN,CA,AWP,WE,Towers with Radar,403,34,28,3,468,0,0,0,468
01/07/2023,SEA,WA,ANM,WE,Towers with Radar,966,4,1,0,971,0,0,0,971
01/07/2023,SFO,CA,AWP,WE,Towers with Radar,805,60,11,4,880,0,0,0,880
01/07/2023,SLC,UT,ANM,WE,Towers with Radar,554,110,148,4,816,0,0,0,816
01/07/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,499,51,45,0,595,0,0,0,595
01/08/2023,ATL,GA,ASO,ES,Towers with Radar,"1,840",74,13,0,"1,927",0,0,0,"1,927"
01/08/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,510,55,125,6,696,0,0,0,696
01/08/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,513,98,58,5,674,0,0,0,674
01/08/2023,BOS,MA,ANE,EN,Towers with Radar,821,133,24,3,981,0,0,0,981
01/08/2023,BWI,MD,AEA,EN,Towers with Radar,520,29,21,0,570,0,0,0,570
01/08/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,110",185,36,2,"1,333",0,0,0,"1,333"
01/08/2023,DCA,DC,AEA,EN,Towers with Radar,827,11,3,4,845,0,0,0,845
01/08/2023,DEN,CO,ANM,WE,Towers with Radar,"1,446",203,6,0,"1,655",0,0,0,"1,655"
01/08/2023,DFW,TX,ASW,CE,Towers with Radar,"1,746",25,20,0,"1,791",0,0,0,"1,791"
01/08/2023,DTW,MI,AGL,CE,Towers with Radar,677,71,10,0,758,0,0,0,758
01/08/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,089",13,28,0,"1,130",0,0,0,"1,130"
01/08/2023,FLL,FL,ASO,ES,Towers with Radar,716,119,106,4,945,0,0,0,945
01/08/2023,IAD,VA,AEA,EN,Towers with Radar,436,176,61,0,673,0,0,0,673
01/08/2023,IAH,TX,ASW,CE,Towers with Radar,904,146,14,2,"1,066",0,0,0,"1,066"
01/08/2023,JFK,NY,AEA,EN,Towers with Radar,"1,255",15,19,0,"1,289",0,0,0,"1,289"
01/08/2023,LAS,NV,AWP,WE,Towers with Radar,"1,270",399,120,2,"1,791",0,0,0,"1,791"
01/08/2023,LAX,CA,AWP,WE,Towers with Radar,"1,402",114,60,1,"1,577",0,0,0,"1,577"
01/08/2023,LGA,NY,AEA,EN,Towers with Radar,981,13,12,0,"1,006",0,0,0,"1,006"
01/08/2023,MCO,FL,ASO,ES,Towers with Radar,"1,083",49,63,2,"1,197",0,0,0,"1,197"
01/08/2023,MDW,IL,AGL,CE,Towers with Radar,397,64,53,0,514,0,0,0,514
01/08/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,181",100,47,1,"1,329",0,0,0,"1,329"
01/08/2023,MSP,MN,AGL,CE,Towers with Radar,720,58,12,4,794,0,0,0,794
01/08/2023,ORD,IL,AGL,CE,Towers with Radar,"1,532",383,9,0,"1,924",0,0,0,"1,924"
01/08/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,540,152,56,0,748,0,0,0,748
01/08/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,066",70,50,3,"1,189",0,0,0,"1,189"
01/08/2023,SAN,CA,AWP,WE,Towers with Radar,480,44,34,1,559,0,0,0,559
01/08/2023,SEA,WA,ANM,WE,Towers with Radar,"1,021",0,0,0,"1,021",0,0,0,"1,021"
01/08/2023,SFO,CA,AWP,WE,Towers with Radar,781,97,48,6,932,0,0,0,932
01/08/2023,SLC,UT,ANM,WE,Towers with Radar,631,123,112,9,875,0,0,0,875
01/08/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,519,48,75,0,642,0,0,0,642
01/09/2023,ATL,GA,ASO,ES,Towers with Radar,"1,926",79,7,1,"2,013",0,0,0,"2,013"
01/09/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,549,43,159,10,761,0,0,0,761
01/09/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,542,64,73,3,682,0,0,0,682
01/09/2023,BOS,MA,ANE,EN,Towers with Radar,904,110,22,4,"1,040",0,0,0,"1,040"
01/09/2023,BWI,MD,AEA,EN,Towers with Radar,544,31,26,5,606,0,0,0,606
01/09/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,105",192,68,0,"1,365",0,0,0,"1,365"
01/09/2023,DCA,DC,AEA,EN,Towers with Radar,870,13,6,5,894,0,0,0,894
01/09/2023,DEN,CO,ANM,WE,Towers with Radar,"1,464",217,1,0,"1,682",0,0,0,"1,682"
01/09/2023,DFW,TX,ASW,CE,Towers with Radar,"1,756",47,14,0,"1,817",0,0,0,"1,817"
01/09/2023,DTW,MI,AGL,CE,Towers with Radar,718,52,13,0,783,0,0,0,783
