Date,Facility,State,Region,DDSO Service Area,Class,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,"Total
Operations"
10/09/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,646,177,42,0,865,0,0,0,865
10/09/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,145",104,60,4,"1,313",0,0,0,"1,313"
10/09/2023,SAN,CA,AWP,WE,Towers with Radar,577,52,25,0,654,0,0,0,654
10/09/2023,SEA,WA,ANM,WE,Towers with Radar,"1,210",17,4,0,"1,231",0,0,0,"1,231"
10/09/2023,SFO,CA,AWP,WE,Towers with Radar,"1,021",75,13,3,"1,112",0,0,0,"1,112"
10/09/2023,SLC,UT,ANM,WE,Towers with Radar,655,126,164,0,945,0,0,0,945
10/09/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,496,82,67,2,647,0,0,0,647
10/10/2023,ATL,GA,ASO,ES,Towers with Radar,"2,102",22,22,1,"2,147",0,0,0,"2,147"
10/10/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,594,68,127,18,807,0,0,0,807
10/10/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,594,88,111,8,801,0,0,0,801
10/10/2023,BOS,MA,ANE,EN,Towers with Radar,990,167,25,0,"1,182",0,0,0,"1,182"
10/10/2023,BWI,MD,AEA,EN,Towers with Radar,641,36,65,4,746,0,0,0,746
10/10/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,246",252,83,2,"1,583",0,0,0,"1,583"
10/10/2023,DCA,DC,AEA,EN,Towers with Radar,851,13,14,6,884,0,0,0,884
10/10/2023,DEN,CO,ANM,WE,Towers with Radar,"1,704",195,16,0,"1,915",0,0,0,"1,915"
10/10/2023,DFW,TX,ASW,CE,Towers with Radar,"1,981",45,20,0,"2,046",0,0,0,"2,046"
10/10/2023,DTW,MI,AGL,CE,Towers with Radar,805,15,7,0,827,0,0,0,827
10/10/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,168",46,58,1,"1,273",0,0,0,"1,273"
10/10/2023,FLL,FL,ASO,ES,Towers with Radar,579,67,68,2,716,0,0,0,716
10/10/2023,IAD,VA,AEA,EN,Towers with Radar,550,217,132,5,904,0,0,0,904
10/10/2023,IAH,TX,ASW,CE,Towers with Radar,"1,029",146,27,0,"1,202",0,0,0,"1,202"
10/10/2023,JFK,NY,AEA,EN,Towers with Radar,"1,257",16,46,1,"1,320",0,0,0,"1,320"
10/10/2023,LAS,NV,AWP,WE,Towers with Radar,"1,156",406,148,44,"1,754",0,0,0,"1,754"
10/10/2023,LAX,CA,AWP,WE,Towers with Radar,"1,461",47,44,4,"1,556",0,0,0,"1,556"
10/10/2023,LGA,NY,AEA,EN,Towers with Radar,"1,060",15,15,0,"1,090",0,0,0,"1,090"
10/10/2023,MCO,FL,ASO,ES,Towers with Radar,"1,020",45,41,0,"1,106",0,0,0,"1,106"
10/10/2023,MDW,IL,AGL,CE,Towers with Radar,520,92,124,2,738,0,0,0,738
10/10/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,064",69,43,0,"1,176",0,0,0,"1,176"
10/10/2023,MSP,MN,AGL,CE,Towers with Radar,775,56,28,6,865,0,0,0,865
10/10/2023,ORD,IL,AGL,CE,Towers with Radar,"1,663",318,8,0,"1,989",0,0,0,"1,989"
10/10/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,697,158,52,0,907,0,0,0,907
10/10/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,110",97,89,5,"1,301",0,0,0,"1,301"
10/10/2023,SAN,CA,AWP,WE,Towers with Radar,545,44,21,2,612,0,0,0,612
10/10/2023,SEA,WA,ANM,WE,Towers with Radar,"1,135",11,3,0,"1,149",0,0,0,"1,149"
10/10/2023,SFO,CA,AWP,WE,Towers with Radar,962,68,14,9,"1,053",0,0,0,"1,053"
10/10/2023,SLC,UT,ANM,WE,Towers with Radar,649,118,131,12,910,0,0,0,910
10/10/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,468,60,80,0,608,0,0,0,608
10/11/2023,ATL,GA,ASO,ES,Towers with Radar,"2,098",27,20,0,"2,145",0,0,0,"2,145"
10/11/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,596,71,95,20,782,0,0,0,782
10/11/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,610,119,151,9,889,0,0,0,889
10/11/2023,BOS,MA,ANE,EN,Towers with Radar,984,152,46,0,"1,182",0,0,0,"1,182"
10/11/2023,BWI,MD,AEA,EN,Towers with Radar,625,45,36,8,714,0,0,0,714
10/11/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,258",260,85,2,"1,605",0,0,0,"1,605"
10/11/2023,DCA,DC,AEA,EN,Towers with Radar,842,13,11,13,879,0,0,0,879
10/11/2023,DEN,CO,ANM,WE,Towers with Radar,"1,710",225,17,0,"1,952",0,0,0,"1,952"
10/11/2023,DFW,TX,ASW,CE,Towers with Radar,"2,000",57,19,0,"2,076",0,0,0,"2,076"
10/11/2023,DTW,MI,AGL,CE,Towers with Radar,817,11,16,0,844,0,0,0,844
10/11/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,179",37,42,2,"1,260",0,0,0,"1,260"
10/11/2023,FLL,FL,ASO,ES,Towers with Radar,588,74,82,0,744,0,0,0,744
10/11/2023,IAD,VA,AEA,EN,Towers with Radar,563,214,144,7,928,0,0,0,928
10/11/2023,IAH,TX,ASW,CE,Towers with Radar,"1,033",148,27,0,"1,208",0,0,0,"1,208"
10/11/2023,JFK,NY,AEA,EN,Towers with Radar,"1,248",18,45,0,"1,311",0,0,0,"1,311"
10/11/2023,LAS,NV,AWP,WE,Towers with Radar,"1,154",422,142,43,"1,761",0,0,0,"1,761"
10/11/2023,LAX,CA,AWP,WE,Towers with Radar,"1,492",47,34,2,"1,575",0,0,0,"1,575"
10/11/2023,LGA,NY,AEA,EN,Towers with Radar,"1,057",20,12,3,"1,092",0,0,0,"1,092"
10/11/2023,MCO,FL,ASO,ES,Towers with Radar,"1,044",60,35,0,"1,139",0,0,0,"1,139"
10/11/2023,MDW,IL,AGL,CE,Towers with Radar,520,116,100,2,738,0,0,0,738
10/11/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,063",70,34,2,"1,169",0,0,0,"1,169"
10/11/2023,MSP,MN,AGL,CE,Towers with Radar,796,47,28,14,885,0,0,0,885
10/11/2023,ORD,IL,AGL,CE,Towers with Radar,"1,709",348,21,0,"2,078",0,0,0,"2,078"
10/11/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,687,166,59,1,913,0,0,0,913
10/11/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,110",88,75,10,"1,283",0,0,0,"1,283"
10/11/2023,SAN,CA,AWP,WE,Towers with Radar,543,39,21,1,604,0,0,0,604
10/11/2023,SEA,WA,ANM,WE,Towers with Radar,"1,153",10,5,0,"1,168",0,0,0,"1,168"
10/11/2023,SFO,CA,AWP,WE,Towers with Radar,965,56,25,9,"1,055",0,0,0,"1,055"
10/11/2023,SLC,UT,ANM,WE,Towers with Radar,649,118,94,14,875,0,0,0,875
10/11/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,458,80,76,2,616,0,0,0,616
10/12/2023,ATL,GA,ASO,ES,Towers with Radar,"2,261",30,25,0,"2,316",0,0,0,"2,316"
10/12/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,618,97,140,16,871,0,20,20,891
10/12/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,645,130,140,19,934,0,0,0,934
10/12/2023,BOS,MA,ANE,EN,Towers with Radar,"1,004",190,42,6,"1,242",0,0,0,"1,242"
10/12/2023,BWI,MD,AEA,EN,Towers with Radar,661,40,48,3,752,0,0,0,752
10/12/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,274",264,87,4,"1,629",0,0,0,"1,629"
10/12/2023,DCA,DC,AEA,EN,Towers with Radar,854,19,8,13,894,0,0,0,894
10/12/2023,DEN,CO,ANM,WE,Towers with Radar,"1,731",232,10,0,"1,973",0,0,0,"1,973"
10/12/2023,DFW,TX,ASW,CE,Towers with Radar,"1,997",44,14,0,"2,055",0,0,0,"2,055"
10/12/2023,DTW,MI,AGL,CE,Towers with Radar,861,19,14,0,894,0,0,0,894
10/12/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,203",37,68,0,"1,308",0,0,0,"1,308"
10/12/2023,FLL,FL,ASO,ES,Towers with Radar,644,75,70,4,793,0,0,0,793
10/12/2023,IAD,VA,AEA,EN,Towers with Radar,566,222,130,5,923,0,0,0,923
10/12/2023,IAH,TX,ASW,CE,Towers with Radar,"1,053",155,27,0,"1,235",0,0,0,"1,235"
10/12/2023,JFK,NY,AEA,EN,Towers with Radar,"1,294",26,58,0,"1,378",0,0,0,"1,378"
10/12/2023,LAS,NV,AWP,WE,Towers with Radar,"1,374",440,150,47,"2,011",0,0,0,"2,011"
10/12/2023,LAX,CA,AWP,WE,Towers with Radar,"1,584",52,46,2,"1,684",0,0,0,"1,684"
10/12/2023,LGA,NY,AEA,EN,Towers with Radar,"1,068",18,23,1,"1,110",0,0,0,"1,110"
10/12/2023,MCO,FL,ASO,ES,Towers with Radar,"1,069",52,33,0,"1,154",0,0,0,"1,154"
10/12/2023,MDW,IL,AGL,CE,Towers with Radar,542,105,88,0,735,0,0,0,735
10/12/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,120",83,33,4,"1,240",0,0,0,"1,240"
10/12/2023,MSP,MN,AGL,CE,Towers with Radar,927,79,28,11,"1,045",0,0,0,"1,045"
10/12/2023,ORD,IL,AGL,CE,Towers with Radar,"1,785",378,17,0,"2,180",0,0,0,"2,180"
10/12/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,698,167,40,4,909,0,0,0,909
10/12/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,145",116,82,9,"1,352",0,0,0,"1,352"
10/12/2023,SAN,CA,AWP,WE,Towers with Radar,589,48,30,5,672,0,0,0,672
10/12/2023,SEA,WA,ANM,WE,Towers with Radar,"1,240",12,3,0,"1,255",0,0,0,"1,255"
10/12/2023,SFO,CA,AWP,WE,Towers with Radar,"1,031",73,15,11,"1,130",0,0,0,"1,130"
10/12/2023,SLC,UT,ANM,WE,Towers with Radar,674,104,90,6,874,0,0,0,874
10/12/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,480,71,49,0,600,0,0,0,600
10/13/2023,ATL,GA,ASO,ES,Towers with Radar,"2,264",28,12,0,"2,304",0,0,0,"2,304"
10/13/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,636,77,108,21,842,0,0,0,842
10/13/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,662,128,145,20,955,0,0,0,955
10/13/2023,BOS,MA,ANE,EN,Towers with Radar,"1,012",150,32,1,"1,195",0,0,0,"1,195"
10/13/2023,BWI,MD,AEA,EN,Towers with Radar,674,36,44,1,755,0,0,0,755
10/13/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,274",265,68,2,"1,609",0,0,0,"1,609"
10/13/2023,DCA,DC,AEA,EN,Towers with Radar,845,11,3,7,866,0,0,0,866
10/13/2023,DEN,CO,ANM,WE,Towers with Radar,"1,759",242,6,0,"2,007",0,0,0,"2,007"
10/13/2023,DFW,TX,ASW,CE,Towers with Radar,"1,993",45,16,2,"2,056",0,0,0,"2,056"
10/13/2023,DTW,MI,AGL,CE,Towers with Radar,849,12,13,0,874,0,0,0,874
10/13/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,179",40,61,0,"1,280",0,0,0,"1,280"
10/13/2023,FLL,FL,ASO,ES,Towers with Radar,632,82,88,4,806,0,0,0,806
10/13/2023,IAD,VA,AEA,EN,Towers with Radar,565,195,89,2,851,0,0,0,851
10/13/2023,IAH,TX,ASW,CE,Towers with Radar,"1,049",158,11,2,"1,220",0,0,0,"1,220"
10/13/2023,JFK,NY,AEA,EN,Towers with Radar,"1,271",17,72,0,"1,360",0,0,0,"1,360"
10/13/2023,LAS,NV,AWP,WE,Towers with Radar,"1,342",437,143,36,"1,958",0,0,0,"1,958"
10/13/2023,LAX,CA,AWP,WE,Towers with Radar,"1,627",60,37,2,"1,726",0,0,0,"1,726"
10/13/2023,LGA,NY,AEA,EN,Towers with Radar,"1,064",12,11,1,"1,088",0,0,0,"1,088"
10/13/2023,MCO,FL,ASO,ES,Towers with Radar,"1,094",58,49,0,"1,201",0,0,0,"1,201"
10/13/2023,MDW,IL,AGL,CE,Towers with Radar,556,91,75,0,722,0,0,0,722
10/13/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,111",58,30,0,"1,199",0,0,0,"1,199"
10/13/2023,MSP,MN,AGL,CE,Towers with Radar,877,64,14,7,962,0,0,0,962
10/13/2023,ORD,IL,AGL,CE,Towers with Radar,"1,770",369,11,0,"2,150",0,0,0,"2,150"
10/13/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,664,150,46,16,876,0,0,0,876
10/13/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,172",115,80,11,"1,378",0,0,0,"1,378"
10/13/2023,SAN,CA,AWP,WE,Towers with Radar,589,51,24,3,667,0,0,0,667
10/13/2023,SEA,WA,ANM,WE,Towers with Radar,"1,217",13,6,0,"1,236",0,0,0,"1,236"
10/13/2023,SFO,CA,AWP,WE,Towers with Radar,"1,032",58,13,4,"1,107",0,0,0,"1,107"
10/13/2023,SLC,UT,ANM,WE,Towers with Radar,677,103,129,7,916,0,0,0,916
10/13/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,512,74,83,2,671,0,0,0,671
10/14/2023,ATL,GA,ASO,ES,Towers with Radar,"1,936",13,17,0,"1,966",0,0,0,"1,966"
10/14/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,458,45,107,19,629,0,0,0,629
10/14/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,532,79,98,12,721,0,0,0,721
10/14/2023,BOS,MA,ANE,EN,Towers with Radar,841,142,15,0,998,0,0,0,998
10/14/2023,BWI,MD,AEA,EN,Towers with Radar,577,21,15,5,618,0,0,0,618
10/14/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,213",238,37,2,"1,490",0,0,0,"1,490"
10/14/2023,DCA,DC,AEA,EN,Towers with Radar,642,7,2,0,651,0,0,0,651
10/14/2023,DEN,CO,ANM,WE,Towers with Radar,"1,534",194,5,0,"1,733",0,0,0,"1,733"
10/14/2023,DFW,TX,ASW,CE,Towers with Radar,"1,791",35,7,0,"1,833",0,0,0,"1,833"
10/14/2023,DTW,MI,AGL,CE,Towers with Radar,712,29,10,0,751,0,0,0,751
10/14/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,058",12,14,0,"1,084",0,0,0,"1,084"
10/14/2023,FLL,FL,ASO,ES,Towers with Radar,624,63,53,0,740,0,0,0,740
10/14/2023,IAD,VA,AEA,EN,Towers with Radar,517,159,44,0,720,0,0,0,720
10/14/2023,IAH,TX,ASW,CE,Towers with Radar,969,143,8,0,"1,120",0,0,0,"1,120"
10/14/2023,JFK,NY,AEA,EN,Towers with Radar,"1,247",16,8,0,"1,271",0,0,0,"1,271"
10/14/2023,LAS,NV,AWP,WE,Towers with Radar,"1,056",461,109,2,"1,628",0,0,0,"1,628"
10/14/2023,LAX,CA,AWP,WE,Towers with Radar,"1,410",36,22,0,"1,468",0,0,0,"1,468"
10/14/2023,LGA,NY,AEA,EN,Towers with Radar,581,7,5,0,593,0,0,0,593
10/14/2023,MCO,FL,ASO,ES,Towers with Radar,"1,143",34,20,0,"1,197",0,0,0,"1,197"
10/14/2023,MDW,IL,AGL,CE,Towers with Radar,427,61,42,1,531,0,0,0,531
10/14/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,099",34,22,1,"1,156",0,0,0,"1,156"
10/14/2023,MSP,MN,AGL,CE,Towers with Radar,755,22,10,3,790,0,0,0,790
10/14/2023,ORD,IL,AGL,CE,Towers with Radar,"1,592",320,4,0,"1,916",0,0,0,"1,916"
10/14/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,623,137,21,0,781,0,0,0,781
10/14/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,066",75,41,3,"1,185",0,0,0,"1,185"
10/14/2023,SAN,CA,AWP,WE,Towers with Radar,471,35,16,2,524,0,0,0,524
10/14/2023,SEA,WA,ANM,WE,Towers with Radar,"1,056",7,1,0,"1,064",0,0,0,"1,064"
10/14/2023,SFO,CA,AWP,WE,Towers with Radar,913,51,8,2,974,0,0,0,974
10/14/2023,SLC,UT,ANM,WE,Towers with Radar,598,76,110,6,790,0,0,0,790
10/14/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,499,56,57,2,614,0,0,0,614
10/15/2023,ATL,GA,ASO,ES,Towers with Radar,"2,219",24,25,1,"2,269",0,0,0,"2,269"
10/15/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,578,80,142,22,822,0,0,0,822
10/15/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,666,146,130,11,953,0,0,0,953
10/15/2023,BOS,MA,ANE,EN,Towers with Radar,969,164,30,4,"1,167",0,0,0,"1,167"
10/15/2023,BWI,MD,AEA,EN,Towers with Radar,613,25,36,0,674,0,0,0,674
10/15/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,250",260,68,5,"1,583",0,0,0,"1,583"
10/15/2023,DCA,DC,AEA,EN,Towers with Radar,798,9,5,3,815,0,0,0,815
10/15/2023,DEN,CO,ANM,WE,Towers with Radar,"1,672",199,12,0,"1,883",0,0,0,"1,883"
10/15/2023,DFW,TX,ASW,CE,Towers with Radar,"1,940",39,13,0,"1,992",0,0,0,"1,992"
10/15/2023,DTW,MI,AGL,CE,Towers with Radar,836,17,11,0,864,0,0,0,864
10/15/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,143",15,31,0,"1,189",0,0,0,"1,189"
10/15/2023,FLL,FL,ASO,ES,Towers with Radar,643,102,89,6,840,0,0,0,840
10/15/2023,IAD,VA,AEA,EN,Towers with Radar,563,192,103,0,858,0,0,0,858
10/15/2023,IAH,TX,ASW,CE,Towers with Radar,"1,019",153,15,0,"1,187",0,0,0,"1,187"
10/15/2023,JFK,NY,AEA,EN,Towers with Radar,"1,249",17,39,0,"1,305",0,0,0,"1,305"
10/15/2023,LAS,NV,AWP,WE,Towers with Radar,"1,322",548,188,3,"2,061",0,0,0,"2,061"
10/15/2023,LAX,CA,AWP,WE,Towers with Radar,"1,535",63,35,0,"1,633",0,0,0,"1,633"
10/15/2023,LGA,NY,AEA,EN,Towers with Radar,907,14,15,0,936,0,0,0,936
10/15/2023,MCO,FL,ASO,ES,Towers with Radar,"1,055",51,44,0,"1,150",0,0,0,"1,150"
10/15/2023,MDW,IL,AGL,CE,Towers with Radar,497,115,123,0,735,0,0,0,735
10/15/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,094",62,30,0,"1,186",0,0,0,"1,186"
10/15/2023,MSP,MN,AGL,CE,Towers with Radar,907,30,15,5,957,0,0,0,957
10/15/2023,ORD,IL,AGL,CE,Towers with Radar,"1,741",362,12,0,"2,115",0,0,0,"2,115"
10/15/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,625,168,41,0,834,0,0,0,834
10/15/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,135",82,52,12,"1,281",0,0,0,"1,281"
10/15/2023,SAN,CA,AWP,WE,Towers with Radar,579,49,45,1,674,0,0,0,674
10/15/2023,SEA,WA,ANM,WE,Towers with Radar,"1,182",0,6,0,"1,188",0,0,0,"1,188"
10/15/2023,SFO,CA,AWP,WE,Towers with Radar,"1,007",64,17,3,"1,091",0,0,0,"1,091"
10/15/2023,SLC,UT,ANM,WE,Towers with Radar,652,82,118,3,855,0,0,0,855
10/15/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,508,104,100,4,716,0,0,0,716
10/16/2023,ATL,GA,ASO,ES,Towers with Radar,"2,245",35,22,1,"2,303",0,0,0,"2,303"
10/16/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,621,73,154,6,854,0,0,0,854
10/16/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,635,108,86,5,834,0,0,0,834
10/16/2023,BOS,MA,ANE,EN,Towers with Radar,"1,015",147,26,0,"1,188",0,0,0,"1,188"
10/16/2023,BWI,MD,AEA,EN,Towers with Radar,656,51,28,0,735,0,0,0,735
10/16/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,266",256,85,0,"1,607",0,0,0,"1,607"
10/16/2023,DCA,DC,AEA,EN,Towers with Radar,853,11,2,8,874,0,0,0,874
10/16/2023,DEN,CO,ANM,WE,Towers with Radar,"1,758",209,14,0,"1,981",0,0,0,"1,981"
10/16/2023,DFW,TX,ASW,CE,Towers with Radar,"1,982",49,13,0,"2,044",0,0,0,"2,044"
10/16/2023,DTW,MI,AGL,CE,Towers with Radar,850,5,7,0,862,0,0,0,862
10/16/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,154",18,51,0,"1,223",0,0,0,"1,223"
10/16/2023,FLL,FL,ASO,ES,Towers with Radar,629,78,96,4,807,0,0,0,807
10/16/2023,IAD,VA,AEA,EN,Towers with Radar,565,189,83,0,837,0,0,0,837
10/16/2023,IAH,TX,ASW,CE,Towers with Radar,"1,041",161,23,0,"1,225",0,0,0,"1,225"
10/16/2023,JFK,NY,AEA,EN,Towers with Radar,"1,286",21,51,0,"1,358",0,0,0,"1,358"
10/16/2023,LAS,NV,AWP,WE,Towers with Radar,"1,340",422,132,32,"1,926",0,0,0,"1,926"
10/16/2023,LAX,CA,AWP,WE,Towers with Radar,"1,593",69,60,1,"1,723",0,0,0,"1,723"
10/16/2023,LGA,NY,AEA,EN,Towers with Radar,"1,062",19,13,0,"1,094",0,0,0,"1,094"
10/16/2023,MCO,FL,ASO,ES,Towers with Radar,"1,097",47,36,0,"1,180",0,0,0,"1,180"
10/16/2023,MDW,IL,AGL,CE,Towers with Radar,556,78,78,3,715,0,0,0,715
10/16/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,058",68,34,2,"1,162",0,0,0,"1,162"
10/16/2023,MSP,MN,AGL,CE,Towers with Radar,879,46,21,10,956,0,0,0,956
10/16/2023,ORD,IL,AGL,CE,Towers with Radar,"1,786",378,28,0,"2,192",0,0,0,"2,192"
10/16/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,652,167,30,0,849,0,0,0,849
10/16/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,139",104,56,4,"1,303",0,0,0,"1,303"
10/16/2023,SAN,CA,AWP,WE,Towers with Radar,575,35,23,3,636,0,0,0,636
10/16/2023,SEA,WA,ANM,WE,Towers with Radar,"1,209",9,0,0,"1,218",0,0,0,"1,218"
10/16/2023,SFO,CA,AWP,WE,Towers with Radar,"1,034",56,20,6,"1,116",0,0,0,"1,116"
10/16/2023,SLC,UT,ANM,WE,Towers with Radar,666,81,134,16,897,0,0,0,897
10/16/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,514,66,74,6,660,0,0,0,660
10/17/2023,ATL,GA,ASO,ES,Towers with Radar,"2,113",27,15,0,"2,155",0,0,0,"2,155"
10/17/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,592,74,196,21,883,0,0,0,883
10/17/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,604,111,143,10,868,0,0,0,868
10/17/2023,BOS,MA,ANE,EN,Towers with Radar,986,178,17,0,"1,181",0,0,0,"1,181"
10/17/2023,BWI,MD,AEA,EN,Towers with Radar,635,32,33,6,706,0,0,0,706
10/17/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,242",248,97,6,"1,593",0,0,0,"1,593"
10/17/2023,DCA,DC,AEA,EN,Towers with Radar,843,15,9,8,875,0,0,0,875
10/17/2023,DEN,CO,ANM,WE,Towers with Radar,"1,700",185,15,0,"1,900",0,0,0,"1,900"
10/17/2023,DFW,TX,ASW,CE,Towers with Radar,"1,977",56,9,4,"2,046",0,0,0,"2,046"
10/17/2023,DTW,MI,AGL,CE,Towers with Radar,807,13,11,0,831,0,0,0,831
10/17/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,165",36,44,4,"1,249",0,0,0,"1,249"
10/17/2023,FLL,FL,ASO,ES,Towers with Radar,581,89,60,4,734,0,0,0,734
10/17/2023,IAD,VA,AEA,EN,Towers with Radar,546,198,110,1,855,0,0,0,855
10/17/2023,IAH,TX,ASW,CE,Towers with Radar,"1,028",153,30,0,"1,211",0,0,0,"1,211"
10/17/2023,JFK,NY,AEA,EN,Towers with Radar,"1,250",15,53,0,"1,318",0,0,0,"1,318"
10/17/2023,LAS,NV,AWP,WE,Towers with Radar,"1,141",365,95,42,"1,643",0,0,0,"1,643"
10/17/2023,LAX,CA,AWP,WE,Towers with Radar,"1,484",59,32,7,"1,582",0,0,0,"1,582"
10/17/2023,LGA,NY,AEA,EN,Towers with Radar,"1,056",18,16,0,"1,090",0,0,0,"1,090"
10/17/2023,MCO,FL,ASO,ES,Towers with Radar,"1,034",69,45,0,"1,148",0,0,0,"1,148"
10/17/2023,MDW,IL,AGL,CE,Towers with Radar,523,104,88,4,719,0,0,0,719
10/17/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,085",64,25,0,"1,174",0,0,0,"1,174"
10/17/2023,MSP,MN,AGL,CE,Towers with Radar,814,58,25,9,906,0,0,0,906
10/17/2023,ORD,IL,AGL,CE,Towers with Radar,"1,657",330,10,0,"1,997",0,0,0,"1,997"
10/17/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,690,141,34,0,865,0,0,0,865
10/17/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,113",85,63,9,"1,270",0,0,0,"1,270"
10/17/2023,SAN,CA,AWP,WE,Towers with Radar,548,41,24,2,615,0,0,0,615
10/17/2023,SEA,WA,ANM,WE,Towers with Radar,"1,126",12,5,0,"1,143",0,0,0,"1,143"
10/17/2023,SFO,CA,AWP,WE,Towers with Radar,965,47,23,4,"1,039",0,0,0,"1,039"
10/17/2023,SLC,UT,ANM,WE,Towers with Radar,659,103,160,17,939,66,0,66,"1,005"
10/17/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,476,48,71,4,599,0,0,0,599
10/18/2023,ATL,GA,ASO,ES,Towers with Radar,"2,110",51,29,1,"2,191",0,0,0,"2,191"
10/18/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,595,55,151,30,831,0,0,0,831
10/18/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,606,86,133,6,831,0,0,0,831
10/18/2023,BOS,MA,ANE,EN,Towers with Radar,971,178,36,1,"1,186",0,0,0,"1,186"
10/18/2023,BWI,MD,AEA,EN,Towers with Radar,632,34,78,8,752,0,0,0,752
10/18/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,277",262,110,6,"1,655",0,0,0,"1,655"
10/18/2023,DCA,DC,AEA,EN,Towers with Radar,839,17,11,5,872,0,0,0,872
10/18/2023,DEN,CO,ANM,WE,Towers with Radar,"1,687",209,17,0,"1,913",0,0,0,"1,913"
10/18/2023,DFW,TX,ASW,CE,Towers with Radar,"2,001",53,14,0,"2,068",0,0,0,"2,068"
